label_name,label_points,label_image,label_instagram
ARCANE MUSIC,22387 POINTS,https://www.beatstats.com/images/label/small/86806.jpg?version=38152,https://www.instagram.com/ARCANE MUSIC
SIAMESE,22305 POINTS,https://www.beatstats.com/images/label/small/58379.jpg?version=16161,https://www.instagram.com/SIAMESE
METHOD 808,22184 POINTS,https://www.beatstats.com/images/label/small/112731.jpg?version=5238,https://www.instagram.com/METHOD 808
YOSHITOSHI RECORDINGS,22067 POINTS,https://www.beatstats.com/images/label/small/2063.jpg?version=13065,https://www.instagram.com/YOSHITOSHI RECORDINGS
GOLDEN RECORDINGS,21845 POINTS,https://www.beatstats.com/images/label/small/110903.jpg?version=31986,https://www.instagram.com/GOLDEN RECORDINGS
OWSLA/ATLANTIC,21794 POINTS,https://www.beatstats.com/images/label/small/53610.jpg?version=35842,https://www.instagram.com/OWSLA/ATLANTIC
STRICTLY RHYTHM,21772 POINTS,https://www.beatstats.com/images/artist/test.jpg,https://www.instagram.com/STRICTLY RHYTHM
ROSE AVENUE/REPRISE,21751 POINTS,https://www.beatstats.com/images/label/small/73662.jpg?version=12815,https://www.instagram.com/ROSE AVENUE/REPRISE
FORMATIK,21721 POINTS,https://www.beatstats.com/images/label/small/13706.jpg?version=26235,https://www.instagram.com/FORMATIK
DARKLIGHT RECORDINGS (ARMADA),21651 POINTS,https://www.beatstats.com/images/label/small/45916.jpg?version=43901,https://www.instagram.com/DARKLIGHT RECORDINGS (ARMADA)
SYMMETRY RECORDINGS,21642 POINTS,https://www.beatstats.com/images/label/small/7216.jpg?version=51910,https://www.instagram.com/SYMMETRY RECORDINGS
ACETONE,21528 POINTS,https://www.beatstats.com/images/label/small/98267.jpg?version=25858,https://www.instagram.com/ACETONE
INTERSCOPE RECORDS,21503 POINTS,https://www.beatstats.com/images/label/small/13676.jpg?version=35842,https://www.instagram.com/INTERSCOPE RECORDS
RELOAD RECORDS,21455 POINTS,https://www.beatstats.com/images/label/small/35531.jpg?version=48199,https://www.instagram.com/RELOAD RECORDS
ROSE AVENUE,21305 POINTS,https://www.beatstats.com/images/label/small/73321.jpg?version=53633,https://www.instagram.com/ROSE AVENUE
PERFEKT GROOVE RECORDINGS,21230 POINTS,https://www.beatstats.com/images/label/small/30434.jpg?version=60888,https://www.instagram.com/PERFEKT GROOVE RECORDINGS
MUSE,21178 POINTS,https://www.beatstats.com/images/label/small/68823.jpg?version=2122,https://www.instagram.com/MUSE
LE7ELS,21166 POINTS,https://www.beatstats.com/images/label/small/21672.jpg?version=15178,https://www.instagram.com/LE7ELS
CLNE,21133 POINTS,https://www.beatstats.com/images/label/small/79266.jpg?version=61250,https://www.instagram.com/CLNE
TURBO RECORDINGS,21110 POINTS,https://www.beatstats.com/images/label/small/507.jpg?version=43938,https://www.instagram.com/TURBO RECORDINGS
ALTRA MODA,20963 POINTS,https://www.beatstats.com/images/label/small/53642.jpg?version=63927,https://www.instagram.com/ALTRA MODA
DOMINO,20746 POINTS,https://www.beatstats.com/images/label/small/6263.jpg?version=49970,https://www.instagram.com/DOMINO
ABRACADABRA MUSIC,20695 POINTS,https://www.beatstats.com/images/label/small/72405.jpg?version=24056,https://www.instagram.com/ABRACADABRA MUSIC
JUNGLE CAKES,20557 POINTS,https://www.beatstats.com/images/label/small/17759.jpg?version=47942,https://www.instagram.com/JUNGLE CAKES
BOSO,20549 POINTS,https://www.beatstats.com/images/label/small/39936.jpg?version=59266,https://www.instagram.com/BOSO
CALAMAR RECORDS,20514 POINTS,https://www.beatstats.com/images/label/small/89002.jpg?version=36921,https://www.instagram.com/CALAMAR RECORDS
EMERALD CITY MUSIC,20484 POINTS,https://www.beatstats.com/images/label/small/47250.jpg?version=11084,https://www.instagram.com/EMERALD CITY MUSIC
UNIVERSAL-ISLAND RECORDS LTD.,20407 POINTS,https://www.beatstats.com/images/label/small/34433.jpg?version=35842,https://www.instagram.com/UNIVERSAL-ISLAND RECORDS LTD.
CERCLE RECORDS,20303 POINTS,https://www.beatstats.com/images/label/small/89708.jpg?version=9384,https://www.instagram.com/CERCLE RECORDS
DIKI RECORDS CLASSICS,20277 POINTS,https://www.beatstats.com/images/label/small/19737.jpg?version=23100,https://www.instagram.com/DIKI RECORDS CLASSICS
HOT FUSS,19990 POINTS,https://www.beatstats.com/images/label/small/63999.jpg?version=8274,https://www.instagram.com/HOT FUSS
SMILEY FINGERS,19833 POINTS,https://www.beatstats.com/images/label/small/15048.jpg?version=24840,https://www.instagram.com/SMILEY FINGERS
MINUS,19826 POINTS,https://www.beatstats.com/images/label/small/557.jpg?version=58676,https://www.instagram.com/MINUS
OBJEKTIVITY,19661 POINTS,https://www.beatstats.com/images/label/small/3914.jpg?version=1523,https://www.instagram.com/OBJEKTIVITY
RAM RECORDS,19563 POINTS,https://www.beatstats.com/images/label/small/395.jpg?version=7734,https://www.instagram.com/RAM RECORDS
WH RECORDS,19541 POINTS,https://www.beatstats.com/images/label/small/1978.jpg?version=9457,https://www.instagram.com/WH RECORDS
OWSLA,19438 POINTS,https://www.beatstats.com/images/label/small/22168.jpg?version=52321,https://www.instagram.com/OWSLA
LATE CHECKOUT,19435 POINTS,https://www.beatstats.com/images/label/small/104546.jpg?version=48194,https://www.instagram.com/LATE CHECKOUT
TRIBAL KITCHEN,19366 POINTS,https://www.beatstats.com/images/label/small/69141.jpg?version=39688,https://www.instagram.com/TRIBAL KITCHEN
GREEN,18892 POINTS,https://www.beatstats.com/images/label/small/1872.jpg?version=3566,https://www.instagram.com/GREEN
SO MUCH DADA,18778 POINTS,https://www.beatstats.com/images/label/small/21959.jpg?version=46609,https://www.instagram.com/SO MUCH DADA
THE CROSS RECORDS,18704 POINTS,https://www.beatstats.com/images/label/small/100025.jpg?version=10279,https://www.instagram.com/THE CROSS RECORDS
RCA/LEGACY,18419 POINTS,https://www.beatstats.com/images/label/small/34131.jpg?version=35842,https://www.instagram.com/RCA/LEGACY
REBIRTH,18374 POINTS,https://www.beatstats.com/images/label/small/4924.jpg?version=63172,https://www.instagram.com/REBIRTH
PERMANENT VACATION,18307 POINTS,https://www.beatstats.com/images/label/small/3222.jpg?version=14746,https://www.instagram.com/PERMANENT VACATION
HOTFINGERS,18004 POINTS,https://www.beatstats.com/images/label/small/8867.jpg?version=7364,https://www.instagram.com/HOTFINGERS
SOL SELECTAS,17754 POINTS,https://www.beatstats.com/images/label/small/16270.jpg?version=8852,https://www.instagram.com/SOL SELECTAS
KONTOR RECORDS,17624 POINTS,https://www.beatstats.com/images/label/small/270.jpg?version=60354,https://www.instagram.com/KONTOR RECORDS
RADIANT.,17589 POINTS,https://www.beatstats.com/images/label/small/68092.jpg?version=11996,https://www.instagram.com/RADIANT.
BLACK LIZARD RECORDS,17347 POINTS,https://www.beatstats.com/images/label/small/55663.jpg?version=11580,https://www.instagram.com/BLACK LIZARD RECORDS
WM GERMANY,17126 POINTS,https://www.beatstats.com/images/label/small/16994.jpg?version=35842,https://www.instagram.com/WM GERMANY
HURRY UP SLOWLY,17070 POINTS,https://www.beatstats.com/images/label/small/95786.jpg?version=59314,https://www.instagram.com/HURRY UP SLOWLY
THERE WAS JACK,17010 POINTS,https://www.beatstats.com/images/label/small/81339.jpg?version=19026,https://www.instagram.com/THERE WAS JACK
DISORDER,16918 POINTS,https://www.beatstats.com/images/label/small/120270.jpg?version=11102,https://www.instagram.com/DISORDER
SAY WHAT?,16683 POINTS,https://www.beatstats.com/images/label/small/26863.jpg?version=39040,https://www.instagram.com/SAY WHAT?
V RECORDINGS,16501 POINTS,https://www.beatstats.com/images/label/small/1893.jpg?version=4895,https://www.instagram.com/V RECORDINGS
MAXXIMIZE,16185 POINTS,https://www.beatstats.com/images/label/small/53385.jpg?version=4899,https://www.instagram.com/MAXXIMIZE
SAPIENS RECORDINGS,16165 POINTS,https://www.beatstats.com/images/label/small/59838.jpg?version=23016,https://www.instagram.com/SAPIENS RECORDINGS
COLUMBIA/B1 RECORDINGS,16162 POINTS,https://www.beatstats.com/images/label/small/89355.jpg?version=35842,https://www.instagram.com/COLUMBIA/B1 RECORDINGS
RESONANCE RECORDS,16058 POINTS,https://www.beatstats.com/images/label/small/25958.jpg?version=6207,https://www.instagram.com/RESONANCE RECORDS
NINETOZERO,16008 POINTS,https://www.beatstats.com/images/label/small/103445.jpg?version=22701,https://www.instagram.com/NINETOZERO
CRUCAST,15997 POINTS,https://www.beatstats.com/images/label/small/56364.jpg?version=37913,https://www.instagram.com/CRUCAST
STEALTH RECORDS,15836 POINTS,https://www.beatstats.com/images/label/small/570.jpg?version=26013,https://www.instagram.com/STEALTH RECORDS
CRITERIO MUSIC,15746 POINTS,https://www.beatstats.com/images/label/small/99941.jpg?version=5483,https://www.instagram.com/CRITERIO MUSIC
TRANSA RECORDS,15734 POINTS,https://www.beatstats.com/images/label/small/69894.jpg?version=10870,https://www.instagram.com/TRANSA RECORDS
BPITCH CONTROL,15693 POINTS,https://www.beatstats.com/images/label/small/788.jpg?version=40479,https://www.instagram.com/BPITCH CONTROL
SCI+TEC,15619 POINTS,https://www.beatstats.com/images/label/small/5833.jpg?version=1874,https://www.instagram.com/SCI+TEC
HELIX RECORDS,15451 POINTS,https://www.beatstats.com/images/label/small/103030.jpg?version=55565,https://www.instagram.com/HELIX RECORDS
TERMINAL UNDERGROUND,15414 POINTS,https://www.beatstats.com/images/label/small/84227.jpg?version=64660,https://www.instagram.com/TERMINAL UNDERGROUND
MILANONIGHTS,15413 POINTS,https://www.beatstats.com/images/label/small/69007.jpg?version=43233,https://www.instagram.com/MILANONIGHTS
THREE SIX ZERO,15411 POINTS,https://www.beatstats.com/images/label/small/113408.jpg?version=37069,https://www.instagram.com/THREE SIX ZERO
GUDU RECORDS,15382 POINTS,https://www.beatstats.com/images/label/small/76457.jpg?version=31584,https://www.instagram.com/GUDU RECORDS
ISLAND DANCE,15266 POINTS,https://www.beatstats.com/images/label/small/27518.jpg?version=58292,https://www.instagram.com/ISLAND DANCE
THE MYTH OF NYX,15011 POINTS,https://www.beatstats.com/images/label/small/82275.jpg?version=24608,https://www.instagram.com/THE MYTH OF NYX
POKER FLAT RECORDINGS,14979 POINTS,https://www.beatstats.com/images/label/small/563.jpg?version=12415,https://www.instagram.com/POKER FLAT RECORDINGS
STASHED,14798 POINTS,https://www.beatstats.com/images/label/small/63869.jpg?version=43967,https://www.instagram.com/STASHED
CUTTIN' HEADZ,14783 POINTS,https://www.beatstats.com/images/label/small/45307.jpg?version=17487,https://www.instagram.com/CUTTIN' HEADZ
1985 MUSIC,14747 POINTS,https://www.beatstats.com/images/label/small/55847.jpg?version=23367,https://www.instagram.com/1985 MUSIC
LOVEJUICE RECORDS,14732 POINTS,https://www.beatstats.com/images/label/small/64045.jpg?version=32345,https://www.instagram.com/LOVEJUICE RECORDS
JEUDI RECORDS,14709 POINTS,https://www.beatstats.com/images/label/small/17386.jpg?version=14821,https://www.instagram.com/JEUDI RECORDS
MONSTERCAT,14540 POINTS,https://www.beatstats.com/images/label/small/23412.jpg?version=14945,https://www.instagram.com/MONSTERCAT
GOSSIP,14496 POINTS,https://www.beatstats.com/images/label/small/79301.jpg?version=37234,https://www.instagram.com/GOSSIP
REVIVAL NEW YORK,14485 POINTS,https://www.beatstats.com/images/label/small/89001.jpg?version=38066,https://www.instagram.com/REVIVAL NEW YORK
FUNKIMAN,14456 POINTS,https://www.beatstats.com/images/label/small/101878.jpg?version=2156,https://www.instagram.com/FUNKIMAN
METAPHYSICAL,14402 POINTS,https://www.beatstats.com/images/label/small/81191.jpg?version=25365,https://www.instagram.com/METAPHYSICAL
KATERMUKKE,14399 POINTS,https://www.beatstats.com/images/label/small/20762.jpg?version=65418,https://www.instagram.com/KATERMUKKE
OMERTA,14378 POINTS,https://www.beatstats.com/images/label/small/82997.jpg?version=61648,https://www.instagram.com/OMERTA
SOMA RECORDS,14332 POINTS,https://www.beatstats.com/images/label/small/446.jpg?version=33543,https://www.instagram.com/SOMA RECORDS
EINMUSIKA RECORDINGS,14242 POINTS,https://www.beatstats.com/images/label/small/3236.jpg?version=22586,https://www.instagram.com/EINMUSIKA RECORDINGS
NO CONTEXT RECORDS,14229 POINTS,https://www.beatstats.com/images/label/small/110797.jpg?version=56396,https://www.instagram.com/NO CONTEXT RECORDS
DIMENSION,14053 POINTS,https://www.beatstats.com/images/label/small/78209.jpg?version=35842,https://www.instagram.com/DIMENSION
SUBLIMINAL,13950 POINTS,https://www.beatstats.com/images/label/small/48377.jpg?version=37950,https://www.instagram.com/SUBLIMINAL
ODD ONE OUT,13931 POINTS,https://www.beatstats.com/images/label/small/79970.jpg?version=22799,https://www.instagram.com/ODD ONE OUT
CARTEL MUSIC,13858 POINTS,https://www.beatstats.com/images/label/small/58073.jpg?version=63189,https://www.instagram.com/CARTEL MUSIC
MADORASINDAHOUSE RECORDS,13844 POINTS,https://www.beatstats.com/images/label/small/71636.jpg?version=54835,https://www.instagram.com/MADORASINDAHOUSE RECORDS
PLAY IT SAY IT,13787 POINTS,https://www.beatstats.com/images/label/small/40485.jpg?version=11763,https://www.instagram.com/PLAY IT SAY IT
UNRILIS,13715 POINTS,https://www.beatstats.com/images/label/small/5060.jpg?version=5101,https://www.instagram.com/UNRILIS
PLAY IT DOWN,13607 POINTS,https://www.beatstats.com/images/label/small/16324.jpg?version=39772,https://www.instagram.com/PLAY IT DOWN
CULT.URE,13532 POINTS,https://www.beatstats.com/images/label/small/71069.jpg?version=35842,https://www.instagram.com/CULT.URE
GREAT STUFF RECORDINGS,13434 POINTS,https://www.beatstats.com/images/label/small/800.jpg?version=59793,https://www.instagram.com/GREAT STUFF RECORDINGS
WE ARE THE BRAVE,13377 POINTS,https://www.beatstats.com/images/label/small/58106.jpg?version=46718,https://www.instagram.com/WE ARE THE BRAVE
CADENZA,13371 POINTS,https://www.beatstats.com/images/label/small/1696.jpg?version=46055,https://www.instagram.com/CADENZA
WARNER MUSIC CENTRAL EUROPE,13292 POINTS,https://www.beatstats.com/images/label/small/112042.jpg?version=35842,https://www.instagram.com/WARNER MUSIC CENTRAL EUROPE
NIGHT SERVICE ONLY (NSO),13259 POINTS,https://www.beatstats.com/images/label/small/99353.jpg?version=16190,https://www.instagram.com/NIGHT SERVICE ONLY (NSO)
WIRED,13144 POINTS,https://www.beatstats.com/images/label/small/16535.jpg?version=35334,https://www.instagram.com/WIRED
NOTHING ELSE MATTERS,13118 POINTS,https://www.beatstats.com/images/label/small/78485.jpg?version=17143,https://www.instagram.com/NOTHING ELSE MATTERS
UNIVERSAL MUSIC DIVISION DECCA RECORDS FRANCE,13100 POINTS,https://www.beatstats.com/images/label/small/76881.jpg?version=35842,https://www.instagram.com/UNIVERSAL MUSIC DIVISION DECCA RECORDS FRANCE
SOUTHERN FRIED RECORDS,13098 POINTS,https://www.beatstats.com/images/label/small/458.jpg?version=47301,https://www.instagram.com/SOUTHERN FRIED RECORDS
MATERIAL,13046 POINTS,https://www.beatstats.com/images/label/small/5066.jpg?version=59267,https://www.instagram.com/MATERIAL
VOD,13029 POINTS,https://www.beatstats.com/images/label/small/75451.jpg?version=9115,https://www.instagram.com/VOD
NINL,13021 POINTS,https://www.beatstats.com/images/label/small/90533.jpg?version=7762,https://www.instagram.com/NINL
IPSO,12982 POINTS,https://www.beatstats.com/images/label/small/56212.jpg?version=25276,https://www.instagram.com/IPSO
SOUTH OF SATURN,12968 POINTS,https://www.beatstats.com/images/label/small/80916.jpg?version=35476,https://www.instagram.com/SOUTH OF SATURN
SONY MUSIC CG,12963 POINTS,https://www.beatstats.com/images/label/small/34329.jpg?version=35842,https://www.instagram.com/SONY MUSIC CG
HUSSLE RECORDINGS,12959 POINTS,https://www.beatstats.com/images/label/small/5546.jpg?version=51163,https://www.instagram.com/HUSSLE RECORDINGS
KNEADED PAINS,12939 POINTS,https://www.beatstats.com/images/label/small/44667.jpg?version=57275,https://www.instagram.com/KNEADED PAINS
REPUBLIC RECORDS,12888 POINTS,https://www.beatstats.com/images/label/small/70936.jpg?version=35842,https://www.instagram.com/REPUBLIC RECORDS
LOST MIRACLE,12840 POINTS,https://www.beatstats.com/images/label/small/78364.jpg?version=64321,https://www.instagram.com/LOST MIRACLE
MTA RECORDS,12704 POINTS,https://www.beatstats.com/images/label/small/22016.jpg?version=42905,https://www.instagram.com/MTA RECORDS
KLING KLONG MUSIC,12522 POINTS,https://www.beatstats.com/images/label/small/1323.jpg?version=38052,https://www.instagram.com/KLING KLONG MUSIC
MAD DECENT,12468 POINTS,https://www.beatstats.com/images/label/small/10222.jpg?version=51933,https://www.instagram.com/MAD DECENT
TUFF GONG,12447 POINTS,https://www.beatstats.com/images/label/small/76304.jpg?version=35842,https://www.instagram.com/TUFF GONG
RUKUS,12427 POINTS,https://www.beatstats.com/images/label/small/54132.jpg?version=19164,https://www.instagram.com/RUKUS
Z RECORDS,12419 POINTS,https://www.beatstats.com/images/label/small/2279.jpg?version=41648,https://www.instagram.com/Z RECORDS
SMASH THE HOUSE (BACK CATALOG),12348 POINTS,https://www.beatstats.com/images/label/small/16527.jpg?version=14803,https://www.instagram.com/SMASH THE HOUSE (BACK CATALOG)
OVERVIEW MUSIC,12256 POINTS,https://www.beatstats.com/images/label/small/74173.jpg?version=40802,https://www.instagram.com/OVERVIEW MUSIC
INTEC,12164 POINTS,https://www.beatstats.com/images/label/small/15077.jpg?version=21958,https://www.instagram.com/INTEC
BLAUFIELD MUSIC,12120 POINTS,https://www.beatstats.com/images/label/small/31753.jpg?version=31949,https://www.instagram.com/BLAUFIELD MUSIC
OWSLA/BOYSNOIZE REC/ATL,12120 POINTS,https://www.beatstats.com/images/label/small/114518.jpg?version=35842,https://www.instagram.com/OWSLA/BOYSNOIZE REC/ATL
DECCA (UMO),11973 POINTS,https://www.beatstats.com/images/label/small/35958.jpg?version=35842,https://www.instagram.com/DECCA (UMO)
ORIGINS RCRDS,11932 POINTS,https://www.beatstats.com/images/label/small/58005.jpg?version=25091,https://www.instagram.com/ORIGINS RCRDS
SURUBA X,11900 POINTS,https://www.beatstats.com/images/label/small/6689.jpg?version=12877,https://www.instagram.com/SURUBA X
